batchsize,dim_input,dim_output,activation_fct
8,506,2875,1
36,348,945,1
26,1310,3713,1
54,1895,3403,1
14,2255,677,0
57,2123,2451,1
16,1538,3146,1
46,1052,748,0
15,1093,3841,1
18,3637,3904,1
49,3484,2735,0
59,3966,455,1
29,543,3138,0
13,2832,3348,0
19,2582,1732,0
11,1132,3835,0
16,3670,3366,1
34,2061,2006,0
43,4003,2316,0
16,3058,825,1
22,3838,2635,0
1,3098,2407,1
55,3659,3947,0
12,2756,3733,1
20,2078,1481,1
44,3086,2140,0
45,846,3593,1
53,3815,2684,0
30,3858,270,0
18,1029,281,1
30,2240,3371,1
61,1583,368,0
22,898,2091,1
17,3614,1095,1
26,4024,225,0
34,2057,3929,1
48,20,1363,0
1,937,937,0
2,770,3643,0
40,1401,2966,1
61,1564,3057,0
17,1258,3933,1
43,1432,3885,0
62,1865,3715,1
60,1074,2124,1
1,608,2318,1
39,954,215,1
35,1386,899,1
22,3164,1292,1
49,778,1457,0
38,1713,2791,0
10,1812,1368,0
52,2034,2556,1
12,3219,1199,1
32,277,3165,0
52,582,1877,1
20,3520,1507,0
36,626,1693,0
54,3834,3403,0
30,926,3631,1
35,3957,2723,0
1,329,2067,0
46,873,2187,0
34,2735,2494,1
51,1853,1891,0
7,2947,222,1
33,246,3764,1
35,2197,3789,1
2,1698,3761,0
7,940,632,0
50,2675,1489,0
14,810,3448,0
11,2903,2736,1
18,2428,1089,0
42,3838,2010,0
44,3577,2623,0
41,666,2103,0
9,2803,1342,1
6,1028,1977,0
41,505,3606,1
6,1324,2696,1
10,304,4067,0
43,1857,2127,0
35,3483,2974,0
54,1612,3909,0
1,53,3526,0
55,317,2254,1
2,609,3073,0
19,3537,2883,1
58,1,3875,1
60,1061,18,1
34,2497,2131,0
54,130,2150,0
59,3656,3511,0
51,1830,1851,1
11,222,1818,1
63,1480,972,1
14,3726,1640,0
54,2865,3570,0
57,22,1712,0
35,2702,515,1
62,3330,3292,0
17,1305,3967,1
51,3055,982,0
49,3482,472,1
46,3105,3172,0
50,2175,2552,0
50,3019,456,0
10,1297,1248,1
6,1343,1482,0
49,943,3812,0
49,910,1261,1
64,605,3303,0
41,92,2219,1
8,3914,385,1
34,3295,2410,1
45,2619,2682,1
57,2892,3799,0
37,4045,1720,0
24,3704,662,1
11,1825,388,1
7,1355,747,0
30,1751,3771,1
46,3169,1158,1
36,3997,1309,1
48,3677,1498,0
30,2193,1748,0
57,3968,1689,1
28,176,3570,0
11,2825,3965,0
52,2152,1825,1
39,2992,2235,1
47,3472,2371,0
17,3224,1190,1
19,2558,2794,1
22,3392,1680,0
12,3057,1025,0
7,51,927,1
54,2064,54,1
26,3280,573,0
50,1796,2769,0
12,4002,281,1
39,1318,2516,0
27,991,3491,1
26,3010,2791,0
2,555,543,1
48,1533,3567,1
39,2460,2892,1
61,3806,3185,0
40,762,1843,1
28,446,3807,1
53,2498,3316,1
14,520,2792,0
47,1518,3684,0
37,1771,3413,1
52,3655,3145,1
15,2478,3927,0
24,1808,2525,0
55,503,1781,1
46,3848,3551,1
10,1278,3176,1
44,3081,2442,0
4,3542,4069,1
59,899,2615,0
49,3819,3118,1
36,4004,68,0
54,528,426,1
32,2751,1585,0
22,928,98,0
5,2380,3450,1
30,1918,1257,0
49,3708,713,1
40,552,857,1
59,2528,2355,1
57,2715,2104,1
36,2197,3028,0
59,885,3211,0
44,3814,1660,1
46,4066,466,1
46,3373,3777,1
23,2989,3344,1
37,2425,1325,0
23,3928,3911,0
16,1456,3315,0
20,2710,3163,1
35,601,66,0
15,3466,1941,0
52,27,1880,0
29,420,1671,0
47,2280,2835,0
58,2139,2821,0
47,940,2848,0
40,2309,2579,0
46,811,1626,0
20,1022,1212,0
47,683,342,1
4,2372,2954,1
27,929,344,1
40,1033,683,0
6,1755,1031,1
13,1545,2072,1
29,1224,3752,1
56,830,3832,0
33,46,3053,1
5,284,2189,0
20,2897,3678,0
56,1923,2724,0
15,3013,1823,1
17,1273,1328,1
22,1627,2661,0
43,297,890,0
55,1036,3050,1
33,837,1208,1
61,521,3024,1
24,1165,2404,1
32,2778,126,0
22,3588,481,1
11,2530,15,0
63,908,1775,1
20,696,2695,1
39,2034,3022,1
52,2514,2743,1
62,3029,136,0
22,88,640,1
22,593,2068,1
56,1366,1851,1
42,3996,3720,1
56,878,356,1
40,3612,1052,0
42,3590,913,1
52,4068,1417,0
37,2504,1901,1
13,1856,321,0
48,2607,1885,0
22,3613,3805,1
10,3235,3083,1
36,1209,2131,0
38,821,1158,1
33,3138,1619,0
41,512,1169,0
17,1350,462,1
18,1019,2703,1
12,3989,1057,0
5,2321,2672,0
45,2413,852,1
48,877,3787,0
52,2401,2383,1
27,165,1078,1
33,1581,722,0
60,3003,3524,1
52,1432,3855,0
56,3037,1545,0
13,2513,3399,1
48,3680,2545,0
9,2236,3205,0
48,2028,3362,1
22,3854,2039,0
26,3884,2328,0
25,1514,1861,0
39,1930,3606,0
18,3768,1205,0
23,1765,3128,1
5,1078,44,1
1,827,2818,0
12,3998,2110,0
16,888,2661,1
45,3377,375,1
49,4067,3002,1
30,4091,89,1
19,1636,3948,1
59,2498,3634,0
40,736,1869,0
24,3353,131,0
64,3245,1323,0
57,1052,2328,1
3,1013,4000,1
15,3076,985,0
63,158,2288,1
53,1524,2905,1
5,28,1467,1
4,2604,1256,0
6,1585,3259,0
1,210,4039,0
60,3864,3469,0
33,2299,42,0
63,1646,1394,1
42,586,2618,1
60,358,624,1
58,1051,3759,1
57,539,2215,0
30,1732,692,0
4,3621,2019,0
7,2445,3371,1
19,1625,297,1
28,1550,121,0
22,3553,1261,1
32,2988,68,0
21,563,2850,1
32,2327,539,1
45,36,2381,1
59,2028,3824,0
37,894,3733,0
39,3391,2019,0
41,2255,1362,0
33,2824,1861,1
34,897,3881,1
61,4064,2117,1
1,1072,668,0
43,3305,131,0
33,3240,572,0
14,232,1773,1
12,2889,2308,1
23,2118,713,1
57,3279,3702,1
14,723,1224,1
28,2919,1336,1
57,193,3351,0
4,1789,1462,0
40,2443,2964,0
4,374,2462,1
57,1672,2315,1
42,3796,2358,1
45,1213,2326,1
40,3075,1449,1
17,1473,624,1
7,757,245,0
27,185,3182,1
64,2483,2871,1
33,3193,3441,0
38,3922,3188,0
3,3588,1798,1
43,201,2991,1
10,532,1237,0
59,3895,3067,0
39,1810,3904,0
16,968,897,0
19,2135,3526,0
49,3095,988,0
35,1181,1798,0
17,2745,1509,1
8,1912,3821,1
32,2473,499,0
57,3138,3997,0
26,1406,1200,1
50,599,3348,1
37,3001,3990,0
24,3479,3519,1
7,1076,3698,1
63,1380,3936,1
1,4007,2082,0
13,2876,1181,0
25,1245,96,0
39,134,2941,1
38,1737,3075,0
21,593,1506,0
15,874,3648,0
63,2236,2279,0
53,146,1193,0
16,584,2312,0
40,1462,153,1
6,1330,2431,0
12,565,320,0
27,3747,1325,1
48,2991,2911,0
35,670,1155,1
26,559,3847,1
34,3208,3842,1
28,4023,872,0
55,826,730,1
17,2452,2414,0
38,598,1520,0
55,179,2050,0
46,377,1756,0
44,482,2751,1
62,3589,1111,1
54,2091,1658,1
14,971,2444,0
18,3134,170,0
29,903,1194,0
37,1261,1349,1
38,1793,3908,1
30,547,3794,0
56,2893,3631,0
26,1414,22,1
21,416,2701,0
31,1197,1506,1
20,2564,240,1
55,523,3878,0
21,1346,2265,1
24,1279,1587,0
14,546,156,1
15,2404,3878,0
1,91,2790,1
51,2282,2320,1
36,925,2802,0
31,2242,3926,0
32,211,1703,0
59,2543,164,0
4,2804,3578,0
60,1490,3979,1
30,2342,828,0
55,1708,2919,1
7,513,3550,1
44,866,792,0
53,3955,2439,1
28,1274,2176,0
32,2425,2587,1
28,3134,2890,0
26,4004,3690,0
44,2679,868,1
6,2808,2377,1
54,3098,2497,1
64,1339,438,0
18,435,435,0
9,3369,3833,1
62,1343,2109,0
7,1354,548,0
10,2952,3940,1
59,2114,3925,0
56,2540,3616,1
35,1678,521,1
4,2650,315,0
53,2199,896,1
42,1188,2324,0
56,3576,611,0
15,3107,1041,0
21,2692,2682,1
38,3436,2866,1
20,2818,1873,1
58,3004,2419,0
52,2626,2283,1
17,2196,773,0
31,331,1497,0
46,3721,1795,1
60,931,2291,1
54,3424,1435,1
31,1133,3685,1
39,2002,4011,1
32,192,1735,1
38,2314,3300,0
23,977,3972,0
64,1355,1910,0
63,2898,1728,1
5,2386,1113,0
32,1124,2978,1
2,231,4001,1
58,3411,1123,1
8,3759,495,1
54,2846,26,0
20,2092,1917,1
3,2040,4046,0
52,1538,3411,0
10,2585,602,1
12,1473,214,0
3,3528,3912,0
11,2873,2978,0
33,3553,1312,1
31,1330,1994,0
30,4033,1161,0
41,1953,1088,0
40,529,431,1
8,478,3006,1
34,3175,93,0
20,3990,3368,1
27,2874,1027,0
45,2693,160,0
40,1017,3416,1
21,3426,966,0
6,3612,1226,0
5,2337,475,0
42,3123,2438,1
13,2855,659,1
9,1988,3346,1
23,40,97,0
55,174,622,1
17,1246,3173,1
21,1008,3891,1
32,1224,3896,0
63,1538,2454,0
46,3168,60,0
50,2918,2807,1
23,1090,3939,1
22,2889,1435,0
7,1579,2266,0
45,110,2272,1
42,3284,1473,0
35,3945,30,0
25,123,757,1
42,3379,3909,1
46,1975,2626,0
19,3745,498,0
50,2107,2462,0
10,170,2330,1
61,3752,3417,0
6,435,1952,0
43,3534,681,0
16,2992,343,0
59,2746,1020,1
1,1517,1955,0
64,683,2949,0
21,3214,43,0
33,3174,1751,1
14,446,4005,0
15,135,1238,1
43,1352,1741,1
36,3149,3433,1
22,3813,2314,1
9,2372,3061,1
44,2694,1178,0
48,85,1638,0
15,124,341,1
38,41,2670,0
39,628,3594,0
41,3551,747,1
47,213,281,0
38,1553,1930,0
10,973,3500,1
62,3260,3619,0
59,3875,453,0
40,1951,454,1
63,1875,3710,1
20,4088,371,0
43,2247,466,1
49,3519,822,1
1,2874,564,0
26,243,362,1
20,2134,27,1
28,2018,3843,1
7,210,3565,0
52,567,1701,1
21,3392,168,0
60,3076,1368,0
36,2586,2595,0
14,2197,1330,0
16,3659,285,1
17,904,3409,0
30,2233,3023,1
36,1043,434,1
44,1567,2242,0
7,3456,1602,0
58,3834,1057,1
19,1926,1921,0
14,3976,3466,0
16,716,3399,1
39,316,3320,0
29,1301,335,1
44,4013,1337,1
56,1214,1383,0
15,316,1202,0
49,1530,2915,0
34,1350,4022,1
62,3059,1651,0
38,3577,3198,1
9,2245,2357,1
54,215,130,1
32,38,59,1
25,2644,371,0
34,370,3197,0
15,3869,2004,0
57,1547,2068,0
2,3130,725,1
15,3418,3353,0
35,3597,2727,1
38,3517,3652,1
26,606,4012,1
44,251,1296,0
30,3956,3345,1
45,2467,124,0
34,1619,3178,0
26,1036,1980,1
30,2948,540,1
49,1507,2090,1
10,788,1717,0
31,2692,384,0
20,225,3629,1
21,834,1244,0
23,628,460,0
41,724,1004,0
44,1980,2621,1
29,3513,4065,0
36,1241,347,0
56,595,1279,0
25,3546,386,1
31,2594,3047,1
61,3450,1273,0
25,1553,1363,1
50,2936,3124,1
58,2372,1266,0
27,1695,3760,0
51,2498,1088,0
10,669,1910,1
32,1797,933,0
21,3442,1006,1
7,3369,1661,0
24,3005,1737,1
51,2809,706,0
45,1809,1911,0
40,1863,1388,1
18,2033,1630,0
61,1387,2578,1
25,1854,674,0
15,608,241,1
46,3967,2094,0
16,3536,3234,0
20,2845,260,0
4,2822,3417,1
9,1243,3639,1
49,2881,809,0
16,1370,484,0
64,1043,1697,1
52,111,3734,1
35,2875,37,0
53,2030,1538,1
6,1082,3473,0
55,1849,3683,0
2,1582,371,1
32,2426,1918,1
60,3438,234,1
35,3405,2926,1
3,3798,2759,0
53,3135,1865,0
23,3429,256,1
36,453,327,1
8,742,324,0
52,3992,1425,1
6,1944,983,1
16,1130,3666,1
26,1986,3003,1
16,2984,3263,1
12,3182,1280,0
25,556,1491,0
30,3150,3072,1
60,321,878,0
50,2753,3002,1
34,988,3333,1
23,2238,463,0
31,81,1831,1
34,1654,1335,1
61,1192,4029,0
13,1566,170,1
38,318,1380,1
42,2390,3468,0
13,2480,3083,1
9,3955,3030,0
3,235,3827,0
58,3727,3203,0
62,1332,4035,0
2,1894,3471,0
15,2981,1810,0
35,1450,4010,0
56,94,3230,0
57,1190,1660,1
37,1094,3448,1
16,1803,1489,0
47,107,933,1
62,3598,991,0
7,2083,1153,1
2,2941,1743,0
11,1644,3809,1
5,3144,951,0
48,3259,2104,0
48,3308,1935,0
10,1126,1983,0
39,3578,2458,0
15,2362,1739,0
3,3021,662,1
44,418,816,1
60,461,2773,0
27,2706,1078,1
11,2788,1062,0
38,3977,4024,1
23,1860,2123,0
11,1544,4029,0
32,1959,3467,1
56,868,3902,0
13,3440,2088,0
24,2058,434,1
37,2695,937,1
46,2098,2066,1
26,1999,3478,1
59,4076,3617,0
6,1519,119,1
10,778,3041,0
18,1320,105,1
12,1546,1426,0
22,2355,2408,1
9,1780,2408,1
53,1335,3383,0
29,713,988,0
32,574,1894,0
47,3342,492,1
2,1981,1924,1
31,1129,1103,0
27,3857,2762,1
3,2555,3233,1
47,387,1329,1
47,546,3342,0
34,3275,2584,1
63,1702,720,0
45,705,3269,0
8,4036,281,1
17,3757,1888,1
11,2429,3063,0
28,2707,683,0
37,205,1989,0
16,1640,1034,1
60,351,1131,0
52,588,2024,0
58,57,2927,1
61,954,880,0
28,3274,3939,0
2,1245,2400,0
59,3108,2699,1
10,2697,1256,0
16,2799,267,0
30,565,63,0
36,2908,604,0
57,1342,2735,0
11,2283,3508,1
37,415,3083,1
49,2780,286,1
63,2939,3613,0
62,2707,3191,1
38,3155,3493,1
31,3923,3522,1
21,1285,476,1
56,2618,1688,1
25,688,2794,1
49,2770,3411,0
24,2939,3357,0
13,1503,3072,1
6,569,1887,1
23,2579,149,1
52,1160,1048,1
63,3480,858,1
25,678,3796,0
9,1905,3103,0
28,967,617,0
16,3404,3742,1
49,2360,3855,1
50,3829,1206,1
26,4024,2300,0
15,3197,1113,1
27,92,1871,1
37,1412,3550,1
3,1351,3972,1
52,2104,1995,0
56,1656,3895,0
59,2774,2570,1
62,1555,3971,1
5,1775,3513,1
58,391,1238,0
56,1007,1727,1
64,3038,1107,0
16,1275,3191,1
21,375,1640,1
19,3916,2216,0
58,615,3787,0
34,630,520,1
32,3233,2635,1
55,2657,1628,0
22,2023,2044,1
19,2625,3521,1
29,3329,3208,0
22,2256,1600,0
4,2142,1324,0
8,952,1792,1
60,886,613,1
20,2538,2524,1
19,2117,1936,1
42,198,2193,0
8,1899,1179,0
10,375,3617,1
17,3167,880,0
14,2646,1123,1
57,83,2210,1
38,3159,883,0
1,3141,45,0
36,3515,1042,1
28,25,1050,1
43,375,3170,0
50,3457,2369,0
10,3626,3473,1
35,3896,1189,0
60,299,2330,1
14,453,3894,1
25,1028,2174,1
50,2895,2411,0
18,371,1119,0
12,3887,1059,1
11,2372,3971,1
52,3338,1314,1
33,1169,928,0
63,1655,2829,0
35,1029,2898,1
58,2815,1368,0
45,639,3896,0
14,3517,1925,1
19,713,1407,1
35,1216,3837,1
61,3584,1246,1
32,1738,3443,1
45,2791,3435,0
52,100,3621,0
42,139,272,0
56,2299,1632,1
58,3782,1187,1
24,3157,684,0
42,2122,1741,1
11,1581,2266,1
42,3746,3511,0
58,89,297,1
20,4007,1052,0
34,214,2646,0
33,1414,82,0
31,1068,3259,1
15,431,1812,0
43,3995,221,0
38,946,3171,1
25,777,1307,0
42,1070,59,0
33,601,2774,1
55,1029,1019,0
64,2031,3179,1
9,2521,1726,0
56,2314,220,0
40,540,3495,0
5,2946,1438,1
39,2401,2476,1
31,2694,2071,0
39,689,2396,0
13,4069,1449,0
21,846,3695,0
61,712,3784,0
43,2337,582,1
1,1000,1536,0
30,3371,3714,1
11,2957,1760,1
14,2679,55,1
43,1696,2800,0
1,2116,3483,0
49,2133,2744,0
28,752,689,0
57,3211,4035,0
1,1085,1507,0
45,3413,305,1
64,3506,85,0
33,2021,3731,0
27,3048,172,0
3,1490,648,0
36,1535,961,1
2,2476,1055,0
61,3361,300,0
16,1607,2883,0
33,4044,1294,0
29,2134,367,0
56,461,803,0
34,2007,2852,1
47,2335,2994,0
35,2920,2146,0
48,891,2467,0
37,2349,2285,1
21,2524,3396,0
4,2344,1842,1
63,1786,150,0
15,2313,3249,0
57,2756,2795,1
34,678,777,0
47,368,46,1
28,78,2576,0
36,491,2621,1
34,978,202,0
17,1733,3568,1
1,2710,2001,0
42,3649,2418,0
58,3598,3508,1
15,3234,3033,0
2,3305,3335,1
25,1687,2435,1
44,741,2882,1
7,361,1636,1
16,2244,2551,1
1,750,238,1
58,1377,3068,0
13,394,1939,1
49,461,1862,0
6,3279,3433,1
49,2630,854,1
43,3361,1202,1
58,559,2067,0
17,303,112,1
33,166,3542,1
24,3710,2003,0
38,853,3019,0
54,2480,3436,0
40,3938,3882,0
61,619,369,0
41,1832,11,1
6,815,1815,1
50,3407,2196,1
43,2087,2947,1
64,2263,886,0
39,2762,566,0
18,2553,3868,1
33,3073,3276,1
12,384,1739,1
43,2488,2920,0
56,2312,437,1
17,2658,2907,1
18,2646,1726,1
1,839,1741,1
4,18,447,0
41,170,2098,0
30,2800,3988,0
44,3163,1958,0
52,1084,940,1
26,3304,3766,1
4,1323,943,0
47,2945,2454,0
4,1269,1076,1
63,744,3510,0
49,3847,1145,0
52,2999,3294,0
12,1244,2420,0
11,3663,603,0
1,638,3027,1
31,2275,2378,0
34,2256,2056,0
33,3014,3027,0
32,420,1242,0
14,2555,3237,0
23,1434,416,1
4,3043,3190,0
49,700,1319,1
25,3444,1445,0
56,4060,3135,0
49,1096,3252,0
4,1693,2503,0
33,1354,1028,1
45,2111,2606,1
54,1830,2873,0
6,2221,992,1
17,3363,1606,0
53,1901,17,0
9,1760,2983,1
6,17,1319,0
14,3151,3425,0
37,2684,3315,1
1,1177,113,0
56,823,1965,0
39,1879,3316,1
33,3833,1665,1
57,3953,875,1
4,2908,1777,0
42,3371,2890,1
29,2376,481,0
62,3436,3352,1
50,286,1194,0
37,2879,4039,0
62,3230,1535,0
40,1388,1287,1
52,3176,2525,1
23,1191,2160,1
28,3121,3664,0
8,268,3458,1
43,3747,3781,1
12,1466,1375,0
63,3014,2375,1
27,1352,3579,0
10,202,1194,1
20,67,3299,1
38,3233,2966,1
53,2471,2571,1
59,2903,220,1
53,2373,1064,1
11,863,1268,1
20,390,1279,0
14,2907,970,0
16,1824,2021,0
38,2379,4044,0
60,1097,825,0
33,826,3380,0
29,435,4004,1
45,4000,2195,0
39,1434,3715,0
44,58,3924,0
46,2299,554,0
27,996,1751,1
44,325,1809,0
13,680,548,1
40,3592,793,0
21,1585,719,0
6,2355,2880,1
17,2387,3218,0
53,2515,3343,1
57,55,2013,0
38,2593,2872,1
32,2039,1695,0
53,750,3298,0
11,2228,402,1
38,327,106,0
32,1064,621,1
49,2862,4050,0
57,3416,3119,0
23,1180,1820,1
59,592,3778,0
14,2615,1654,1
10,2944,710,1
42,3666,2627,0
63,3292,1437,0
18,2131,203,1
40,2995,2509,0
51,1990,3565,0
11,2524,2336,0
30,355,3390,1
8,2511,2613,1
7,2740,3111,1
25,73,2779,0
4,3793,1512,0
32,2073,1448,0
11,1227,617,1
38,2052,1273,0
3,2328,3720,0
44,171,3184,0
56,2689,4009,0
9,2063,2769,1
10,2617,847,1
32,1926,1985,0
38,906,2525,0
63,10,3464,0
22,2870,3807,0
14,2770,190,1
59,4031,3312,1
8,795,2197,0
14,1935,3884,1
45,2584,144,1
19,1538,3255,1
6,567,3318,1
21,2345,2776,1
27,1973,3088,1
56,1006,3719,1
64,3767,3707,1
59,1019,1885,1
45,3345,2073,0
59,1425,3132,1
31,963,1356,0
59,647,1022,0
33,3409,715,1
58,350,3694,1
60,4073,2853,1
24,351,3081,1
31,3528,2145,0
57,141,1602,0
54,128,1818,1
33,3676,889,0
21,1401,2620,0
45,2360,1431,1
15,679,1886,0
19,367,2102,1
33,3609,2623,0
33,3531,1738,0
28,4046,3642,0
29,2633,3844,0
11,1446,4074,0
27,649,906,1
38,3445,596,0
53,1914,908,1
63,1575,1893,1
16,1379,946,1
43,26,116,0
11,1483,1534,1
11,319,2254,0
58,2970,2383,0
22,3491,776,1
12,632,3899,0
29,1497,2464,0
5,1168,84,1
11,2296,2939,1
46,2225,2078,0
41,2865,1711,0
43,2754,1429,1
61,1370,3832,1
32,1973,2329,0
39,2596,330,0
53,1666,893,1
53,1409,1332,0
61,3713,1796,1
7,2989,2726,0
3,773,71,0
38,3285,3961,0
41,209,3964,0
50,614,359,1
43,2358,2884,1
37,1598,949,0
63,49,4014,0
23,2381,1899,1
28,3493,3862,0
20,454,1090,1
48,3714,1940,0
18,227,3633,1
42,4044,1742,0
11,1567,3440,0
47,1138,3865,0
19,1548,560,1
33,1779,2870,0
52,1240,1519,0
36,2012,1696,0
48,1567,3726,0
37,80,3389,0
56,3951,2310,0
42,1409,3864,1
25,2841,3453,1
42,1875,74,0
58,4040,3544,0
63,971,3357,1
60,3020,117,1
55,141,3355,0
56,3522,4089,0
3,1526,345,0
57,1161,1009,0
9,2058,3967,1
2,1900,630,1
30,3728,2495,1
4,839,645,1
5,522,1400,0
30,586,2282,1
8,1195,1982,0
13,1019,3522,1
35,113,2364,1
43,1425,1618,1
61,390,1577,0
3,3541,1915,0
52,3185,2495,1
15,2087,3001,0
35,2053,3780,0
61,222,2391,0
36,2439,3291,0
4,2442,2164,0
30,2375,1688,0
32,499,674,0
51,1835,2047,0
28,744,2044,0
46,3902,2357,1
25,4049,391,0
62,805,1600,0
28,981,2863,0
46,2915,1979,0
30,4054,1882,0
42,1730,3135,0
33,2109,72,0
10,731,3419,1
8,509,61,0
18,1116,539,1
14,2024,1339,0
62,329,761,0
61,740,1223,0
30,292,2472,0
28,2049,2421,0
38,2887,1950,0
21,2401,3794,1
11,3586,3839,1
6,107,631,0
54,1438,1100,0
54,3058,3574,0
55,2159,382,0
22,2092,2517,0
54,1147,2152,1
54,2377,4027,0
32,3334,2629,1
62,1,241,1
44,2844,1232,1
38,1667,3593,0
19,2443,2078,1
46,3558,3476,0
51,2456,2358,0
49,3012,753,1
14,806,3182,1
48,2527,3282,0
9,3627,852,1
51,1344,1731,1
38,1969,2020,1
46,209,1383,1
25,1772,1804,0
10,474,883,0
1,3863,2131,1
18,1818,2730,0
3,3651,3539,1
5,2335,3239,1
54,230,669,0
29,3790,1806,0
35,4068,1626,0
2,2684,3661,0
37,2880,2844,1
39,2842,364,0
22,2516,2191,0
2,3816,15,0
30,2605,1864,1
20,2929,94,1
20,2319,1502,0
52,3541,3996,0
55,1359,3552,0
30,1355,4041,0
5,3803,3531,0
21,3969,3743,0
19,2680,1704,1
55,3708,2902,0
5,118,627,0
38,3258,289,0
36,1373,3498,1
1,571,1381,0
25,3018,3139,0
24,3632,1371,1
9,787,2037,0
49,1158,323,0
40,63,3710,1
8,4018,3708,0
28,2645,2583,1
20,3498,544,1
10,2266,3431,1
25,3504,1375,1
8,4010,141,1
37,1440,864,1
1,591,1189,1
35,73,2019,0
60,1373,96,0
61,1064,1583,1
1,1075,1218,0
36,3289,3899,1
17,2703,2782,1
6,3240,2425,0
9,1601,619,0
22,190,3790,0
6,449,691,0
46,4081,1459,0
20,828,3136,1
15,3033,3339,0
45,2127,4059,0
4,1412,1015,0
42,989,3093,1
64,662,2761,1
15,1921,3925,1
48,1422,2434,1
56,879,2250,1
55,3611,3002,1
42,69,295,1
7,774,2457,0
14,2583,2325,1
13,1754,582,1
31,1274,887,1
2,510,1980,0
55,3911,1781,1
33,265,1395,0
18,738,951,0
24,582,2393,1
49,1634,429,0
58,3209,2870,1
17,3359,1585,1
29,1029,3926,0
45,686,1658,1
27,1432,1443,0
49,2209,1815,0
64,2091,822,1
48,2401,3489,0
38,796,1177,1
6,2273,642,1
7,329,3122,1
30,3022,381,1
31,3127,3571,1
34,423,27,1
63,1202,3779,1
8,1484,2329,0
64,1528,2377,0
38,1373,2239,1
41,3979,423,1
14,2886,1391,0
48,3657,1806,0
17,3892,2772,1
58,3218,1146,0
32,3070,1690,1
34,82,3873,0
46,4056,351,1
3,1454,3467,0
25,2889,3467,1
49,233,101,1
62,1263,2700,1
4,3911,1786,1
54,4048,2526,0
2,4061,479,1
37,1955,931,0
15,372,1338,1
47,3139,3454,0
3,4036,2633,0
42,3561,3453,1
44,2672,802,0
12,498,1537,1
26,3900,2502,1
41,1784,3956,1
51,489,1884,1
23,3942,962,1
55,3587,1626,1
58,3694,520,0
45,1931,1531,1
42,895,3661,1
3,485,3194,1
31,3198,715,0
33,1511,1279,0
32,1202,1608,1
9,3596,655,1
49,3732,3559,1
3,2827,1492,1
58,3527,720,1
14,250,3408,0
10,564,99,1
21,3247,3888,1
49,1964,554,1
64,3834,1895,1
32,3211,3236,0
30,663,2327,0
25,3920,3484,1
51,588,1978,0
58,3272,3582,0
53,2307,2317,0
64,1049,3671,1
25,4048,661,0
9,1137,1415,0
25,1279,3573,1
35,1932,449,1
30,3036,2992,1
37,2260,2037,0
38,1239,152,0
49,1411,2873,1
8,2062,454,1
26,3806,2520,0
4,1120,3754,0
29,3419,4084,0
15,2697,3788,1
63,1393,1189,1
22,1610,607,1
11,1766,3111,1
6,1480,479,1
44,2832,2975,0
55,2825,2800,0
7,2413,923,0
29,778,1506,0
18,3980,3016,1
63,2201,1714,0
8,2288,1502,1
4,1582,1049,0
38,3888,1968,0
57,1014,3680,0
51,3939,2203,1
34,3929,3546,1
52,1192,3308,1
31,3496,273,1
43,2157,728,1
10,1886,1501,1
18,641,1239,1
5,3776,864,1
24,3701,1754,0
12,1843,1407,0
37,2607,1832,1
47,1053,132,1
38,831,2575,1
36,159,1131,0
30,2482,2075,0
52,3281,2315,0
5,8,2042,1
55,4089,4067,1
49,2516,3431,0
23,59,3482,0
60,305,1112,0
45,802,638,0
32,2500,1790,1
11,565,3777,1
26,478,1897,0
26,1293,2532,0
33,757,670,0
37,126,4087,1
23,670,354,0
45,2529,848,1
58,1177,1305,0
41,3428,655,0
32,2510,865,0
47,1377,1498,1
41,848,420,1
5,2885,1690,0
20,3796,1039,0
17,953,1347,1
6,2173,1447,0
19,3350,1100,0
34,3402,3685,0
11,2808,2082,1
45,391,2284,1
7,2241,2606,1
16,788,14,1
32,2770,3759,0
20,3123,1448,1
34,962,2964,0
14,2603,326,1
61,2553,970,1
55,1969,3494,1
55,2584,2144,0
20,3001,3085,1
56,498,4063,1
15,2843,1190,0
30,3285,2495,0
14,455,3803,0
7,3254,2304,0
8,3288,2085,0
17,2549,1986,0
58,3090,2513,0
25,2214,1690,0
4,3507,3018,1
9,2120,3176,0
9,3734,1753,1
60,3950,1522,0
64,3332,3508,1
18,365,343,1
41,3006,637,1
64,1832,3233,1
6,1900,718,0
58,3088,2380,0
44,1323,271,1
34,429,481,1
24,1110,1273,0
55,3021,147,0
19,1118,185,0
60,3204,3139,1
43,1416,2635,1
26,1675,183,1
31,2082,2038,1
61,1273,2604,0
36,1089,614,1
52,396,1687,0
2,2015,1882,0
52,3953,2272,0
54,1290,1081,1
1,2657,2916,1
9,889,2718,0
45,4068,1855,1
60,2020,3104,1
44,1045,353,0
56,1293,1596,0
17,836,210,0
53,3794,328,0
40,712,3511,0
45,120,2104,0
37,1143,3054,0
34,3996,77,0
47,2102,1729,1
27,3916,1920,1
12,976,4016,1
44,1630,2499,1
30,545,407,1
14,3307,2814,0
20,872,84,1
6,1747,1497,0
54,1600,470,0
62,1250,1008,0
5,3772,3405,1
17,2339,338,1
34,925,3285,1
56,975,2259,1
27,2189,493,1
23,828,1881,1
6,2802,2667,0
23,580,4,1
1,1252,700,0
37,1415,1388,1
9,1154,3424,0
