batchsize,matsize,channels_in,poolsize,padding,strides
49,38,82,6,1,3
42,304,24,7,1,3
44,150,47,4,0,4
43,89,66,2,0,1
29,59,19,6,0,2
34,157,61,1,0,2
59,163,13,1,0,3
4,253,35,5,1,3
14,60,37,4,1,3
26,499,2,1,0,2
55,104,31,5,1,3
10,211,5,5,0,2
34,419,20,7,1,3
4,510,13,1,0,3
11,21,271,2,0,1
10,164,49,6,0,3
4,240,38,6,1,1
33,219,13,2,0,1
26,151,40,1,1,3
3,199,13,4,1,4
32,207,3,6,0,3
57,206,7,2,0,2
58,198,36,7,0,1
47,47,117,6,1,4
6,314,11,3,0,1
61,298,31,4,1,1
39,159,8,1,0,1
2,364,23,1,0,4
1,191,35,4,1,1
61,479,13,6,0,1
28,238,24,1,1,3
46,507,5,4,1,1
50,155,32,1,1,4
12,209,18,7,0,4
42,286,30,7,1,2
39,17,376,4,1,2
59,468,6,3,1,1
10,39,134,1,1,4
39,169,18,2,0,2
38,97,76,5,1,1
55,148,14,5,0,4
17,102,82,1,0,2
39,244,2,4,0,2
3,343,11,4,1,4
55,281,32,3,0,4
28,449,21,2,0,2
58,36,119,1,1,1
29,49,59,3,0,3
8,472,14,3,1,1
44,450,21,5,1,3
13,260,27,1,1,1
13,464,17,1,0,4
57,291,19,1,0,1
30,384,11,1,1,2
62,451,9,6,1,4
9,417,4,4,0,2
24,193,29,3,0,4
26,436,13,6,0,3
41,442,8,3,1,4
24,221,28,4,1,3
44,113,12,3,1,1
8,379,12,5,1,4
51,96,50,4,1,4
42,110,73,1,1,2
11,371,11,4,0,1
19,463,16,7,0,4
26,96,61,1,0,2
48,510,17,7,1,3
21,317,8,1,0,1
36,499,1,3,1,1
49,165,22,2,0,3
34,88,27,7,1,4
3,170,14,6,1,2
11,174,44,4,0,3
35,214,3,4,1,2
61,380,17,2,0,3
30,330,2,6,1,4
8,79,56,7,1,2
20,484,3,6,1,1
13,11,589,7,1,1
33,159,4,3,0,1
23,69,98,6,1,3
24,69,138,2,1,4
62,84,4,4,0,1
49,248,2,4,0,4
14,464,19,6,1,3
23,458,19,2,1,4
57,255,21,3,1,3
26,292,24,5,1,3
29,326,21,4,1,2
35,482,2,2,0,4
58,235,41,1,1,2
16,206,20,4,0,2
17,388,9,6,1,4
11,356,25,6,1,1
64,74,54,3,1,4
46,163,13,1,1,2
25,408,8,6,1,3
6,446,6,3,0,4
33,238,26,7,0,1
57,291,12,5,1,2
17,248,33,7,0,2
36,23,27,6,1,3
42,472,4,2,0,3
8,16,398,7,1,2
5,482,12,5,1,4
54,22,347,4,0,3
34,51,103,1,1,3
8,311,16,5,1,3
25,313,3,1,0,4
35,397,21,4,0,4
17,453,7,3,0,1
20,386,16,5,1,1
38,379,20,7,1,1
18,123,4,4,0,2
58,350,4,7,1,3
27,59,17,1,0,1
32,101,25,2,1,2
17,437,2,6,1,2
18,88,73,6,0,3
45,411,3,1,1,2
55,490,11,1,1,3
50,113,52,4,0,2
39,140,70,2,1,2
51,485,4,6,0,3
27,279,12,2,1,3
35,191,38,1,0,4
59,168,50,5,1,2
52,450,15,3,1,3
19,251,5,6,0,4
1,399,18,3,0,1
52,422,12,2,1,4
63,429,4,2,0,3
1,179,29,6,1,3
25,486,5,5,1,3
10,365,2,3,0,3
2,264,1,5,1,4
63,309,15,4,1,2
55,461,20,3,0,3
60,58,47,7,0,3
22,96,10,5,1,2
10,308,26,4,0,4
42,386,16,4,0,4
57,507,4,1,0,1
60,340,6,3,1,4
46,15,102,3,1,2
32,247,13,2,0,1
23,338,25,6,1,4
64,359,17,4,0,4
34,450,21,3,0,4
35,429,1,6,0,3
26,125,46,2,0,2
30,320,16,5,0,2
22,2,2192,1,1,4
56,239,39,4,0,1
10,358,19,4,0,2
31,360,16,5,0,4
6,66,122,5,1,4
60,244,7,6,0,3
16,46,83,5,1,3
18,46,190,4,1,1
38,257,20,5,1,1
48,77,48,2,0,3
54,398,23,7,1,1
30,499,17,6,1,2
36,406,23,5,1,4
49,480,2,7,1,1
2,424,13,7,1,1
8,402,6,6,1,1
57,169,36,6,0,2
62,309,16,4,0,4
58,22,55,4,1,3
30,178,49,2,0,3
12,244,27,3,1,1
25,102,93,2,0,3
33,45,5,4,1,4
22,3,519,2,1,4
28,19,475,2,1,1
17,376,24,2,1,3
7,318,11,7,0,2
33,454,11,1,1,3
33,110,13,5,0,3
44,499,9,7,1,3
5,173,40,4,0,1
11,326,17,4,1,1
51,308,5,7,1,1
34,318,5,4,0,2
18,368,12,7,1,3
4,110,74,4,0,4
4,37,100,2,1,2
35,28,18,3,0,2
6,46,53,1,0,3
43,429,3,1,0,4
28,52,82,7,1,2
50,42,6,3,1,1
34,239,19,4,1,2
61,98,55,7,1,4
49,210,41,1,0,1
23,38,6,1,1,2
13,117,58,5,0,4
24,171,47,6,1,4
58,49,141,3,0,4
22,138,10,1,1,2
9,192,12,2,0,1
22,423,13,7,1,3
43,36,215,1,1,1
50,184,46,1,1,3
49,469,17,5,0,4
40,467,4,2,1,2
28,449,18,6,0,3
13,314,1,4,1,4
62,94,31,7,0,1
5,65,37,4,1,1
39,212,23,2,1,1
61,101,96,1,1,4
39,479,17,5,0,1
42,368,2,7,0,1
24,97,79,2,0,4
19,328,21,1,1,1
2,284,33,2,0,4
26,135,39,2,0,4
53,113,2,1,1,2
27,128,16,2,1,3
23,508,1,5,1,3
47,152,43,5,1,2
61,364,13,1,0,2
41,5,373,1,1,4
38,145,35,1,0,1
48,25,213,4,0,2
52,335,26,4,1,2
27,302,29,1,0,1
12,485,7,1,1,4
4,215,27,7,1,4
60,328,26,2,0,1
53,323,15,4,0,2
54,155,44,7,1,4
31,396,11,6,1,3
16,301,15,6,0,1
4,217,26,2,0,2
11,288,6,7,1,2
45,275,19,1,0,4
25,184,1,2,1,3
16,366,21,5,0,2
29,96,15,6,1,3
45,10,831,7,1,4
19,360,18,3,1,4
39,360,14,2,1,4
9,394,9,4,0,3
28,332,23,3,0,4
15,300,26,5,1,2
1,296,11,4,1,3
53,54,176,5,0,3
44,361,5,5,1,2
12,490,10,3,0,4
63,247,15,2,0,1
23,18,153,1,0,4
52,59,73,6,0,4
2,16,203,6,1,4
55,120,2,4,0,2
52,143,57,1,0,4
53,293,32,2,0,4
26,192,49,1,0,4
50,397,22,1,0,3
64,421,8,2,0,2
42,127,76,7,0,4
6,214,7,4,1,4
49,94,99,1,0,4
20,111,55,1,0,3
63,405,17,7,0,4
24,220,22,2,1,3
52,119,12,6,0,2
36,174,9,4,1,4
58,391,7,4,1,1
39,319,15,3,1,2
23,369,17,1,1,1
3,226,32,5,1,2
2,132,7,5,0,4
64,220,28,4,0,3
28,478,13,6,1,4
9,26,20,4,1,3
18,494,15,6,0,2
53,48,65,5,1,3
43,367,1,6,0,3
57,473,12,2,1,2
24,442,1,7,0,2
20,229,3,4,1,1
38,437,2,2,0,2
9,335,3,3,1,2
42,330,8,6,0,2
9,201,34,2,0,2
10,467,15,7,0,2
2,74,53,4,1,1
29,57,92,1,1,4
9,225,28,4,1,2
35,111,30,3,1,3
60,381,22,7,1,1
28,235,32,2,0,4
26,155,41,5,0,3
5,343,27,5,0,3
56,507,2,5,1,4
47,97,65,2,0,3
40,174,47,1,1,3
23,295,25,2,0,3
46,261,27,1,0,2
44,298,18,2,1,4
34,294,26,7,1,4
3,219,36,2,0,2
2,396,10,5,0,3
38,309,19,5,0,4
14,413,11,7,1,2
12,240,25,2,0,4
14,216,17,6,0,2
39,125,56,7,0,2
10,509,4,4,1,3
9,499,11,4,1,1
14,341,8,2,1,1
19,391,19,1,0,1
47,25,141,2,0,4
53,12,677,2,1,2
15,264,26,5,1,3
40,221,9,3,1,1
14,34,10,5,1,3
50,462,9,3,0,1
30,482,6,5,1,1
37,399,15,5,1,3
9,173,53,5,1,4
6,304,22,2,1,4
21,231,40,6,0,1
10,12,85,2,1,3
2,407,5,7,1,1
9,14,601,4,0,4
29,437,7,7,1,3
63,510,3,1,0,4
2,136,40,7,1,1
40,470,20,4,0,1
52,94,102,1,1,4
31,359,10,7,1,3
44,135,11,4,0,3
31,317,21,1,1,2
31,372,6,2,1,1
33,440,9,3,1,2
39,329,4,4,0,3
34,58,88,7,0,2
6,232,12,4,0,4
10,67,54,2,1,3
21,386,13,5,0,1
59,77,81,4,1,4
38,375,24,5,0,4
9,398,15,4,1,4
63,269,3,6,0,3
48,116,47,5,0,4
6,141,37,4,0,1
55,346,19,1,0,3
50,282,14,1,1,2
16,271,11,3,0,3
51,329,22,2,0,3
37,357,12,3,0,3
5,490,14,6,1,1
34,427,20,6,1,1
47,442,13,7,1,4
48,181,8,3,1,3
45,256,5,1,0,4
42,446,9,5,1,1
14,468,10,7,0,1
16,201,47,6,1,2
7,108,27,4,0,2
21,452,20,3,1,1
14,487,18,5,0,2
4,256,14,2,0,1
59,415,7,1,1,3
29,263,5,2,0,3
48,502,15,6,0,1
24,395,8,4,0,1
28,183,11,4,1,2
18,217,17,1,0,2
16,428,1,2,1,4
29,243,20,2,1,3
36,77,98,1,1,4
46,24,255,1,1,4
55,342,12,6,0,4
39,234,18,6,0,3
23,199,37,5,0,1
59,495,12,2,1,4
11,33,116,5,0,2
63,357,6,1,1,1
1,310,3,1,0,4
19,307,31,6,0,2
47,106,8,7,1,4
24,409,15,2,1,3
8,216,41,3,1,3
6,491,14,7,0,3
20,414,10,3,1,2
42,15,496,6,0,4
43,53,3,4,0,2
63,208,46,6,0,4
32,380,14,6,1,1
27,165,46,1,1,4
28,99,67,6,0,4
38,330,12,6,0,3
45,444,19,2,1,1
54,22,119,6,0,2
15,197,46,7,0,3
46,152,20,2,0,4
47,233,2,7,0,3
39,482,3,5,1,4
28,365,22,3,1,2
5,231,3,1,1,1
9,264,9,4,0,4
5,511,14,2,1,4
46,487,11,1,0,3
15,295,5,3,0,1
4,220,42,5,0,1
48,442,3,2,1,1
52,442,12,7,0,4
11,329,28,7,1,1
46,340,1,1,1,1
35,103,77,7,0,1
64,21,366,1,1,4
53,284,10,7,0,1
51,307,16,3,1,2
41,193,10,5,0,2
16,73,122,5,1,2
2,484,17,2,1,2
21,455,16,5,1,1
22,363,9,2,0,1
35,274,19,5,1,2
33,16,279,1,1,3
63,476,13,6,1,2
62,385,16,4,0,2
26,387,13,7,0,3
37,343,9,2,0,3
31,366,22,1,1,1
59,151,21,5,0,2
61,430,20,4,0,3
3,220,28,4,1,4
32,100,74,5,0,4
48,130,42,6,0,4
63,414,11,4,0,3
7,21,296,1,0,1
13,346,21,6,1,4
18,87,54,4,0,2
16,283,11,5,1,4
20,215,31,6,0,1
49,441,10,4,1,4
58,7,47,2,0,4
19,140,6,2,0,1
53,113,25,4,1,1
24,302,20,5,0,3
39,313,26,6,1,2
13,285,32,5,0,1
11,455,20,4,1,4
21,214,29,5,0,1
5,162,29,3,1,4
34,260,27,6,1,1
7,380,8,6,0,1
31,508,6,6,0,1
16,366,4,2,0,3
57,47,195,2,0,3
7,285,18,3,0,4
21,262,12,6,0,3
61,317,13,7,0,2
46,304,2,1,1,3
33,491,12,5,0,2
25,193,21,4,0,3
34,496,19,2,0,1
49,238,39,5,1,2
26,240,21,2,1,4
27,372,4,1,0,1
22,421,2,6,0,1
59,346,3,4,0,1
17,208,12,7,0,4
1,6,199,5,1,3
7,329,9,1,0,3
35,470,2,3,1,1
47,302,13,4,1,3
28,328,10,7,0,1
22,142,23,7,1,2
30,421,11,1,0,1
61,205,23,1,0,1
6,300,7,5,0,2
56,69,34,1,0,4
32,235,24,2,0,1
34,278,14,3,1,3
15,190,2,2,0,3
26,268,29,3,1,1
49,352,16,3,1,3
2,16,82,3,0,4
54,209,8,1,1,3
15,69,135,7,0,1
26,379,18,2,1,1
19,435,14,5,0,1
21,90,13,3,1,4
26,357,7,2,0,4
27,277,3,1,0,4
49,175,34,1,0,3
45,198,16,4,1,1
43,74,72,4,0,2
19,173,50,1,0,3
8,40,193,3,1,2
48,151,13,5,0,3
6,388,11,7,1,3
6,369,15,3,0,2
22,429,9,4,0,1
37,108,36,3,1,4
61,427,18,4,0,4
45,22,310,7,0,4
49,40,122,1,0,1
16,250,9,6,0,4
14,299,2,1,1,1
43,367,16,1,0,3
1,495,5,6,0,3
17,280,17,1,1,1
3,471,19,4,0,2
6,224,32,3,0,4
62,175,2,4,0,4
61,178,55,4,1,3
21,483,1,2,0,4
47,495,10,3,1,3
41,481,8,7,1,3
43,427,10,5,1,1
11,315,2,7,1,3
6,332,12,1,1,3
44,464,13,2,1,1
14,372,17,2,0,2
3,368,20,7,0,4
10,76,88,7,0,3
51,348,23,6,0,3
28,405,4,2,0,3
50,395,14,4,0,3
13,335,22,7,1,4
33,435,11,4,1,1
2,382,13,3,1,3
39,499,18,5,0,1
53,201,28,5,1,2
26,420,22,4,1,1
57,331,9,5,0,2
47,432,22,7,1,1
61,480,9,6,0,1
41,284,16,6,0,1
60,50,133,3,1,4
60,233,36,4,0,1
49,431,5,2,1,2
11,357,6,5,1,2
19,177,7,5,0,3
29,272,32,2,1,1
14,351,7,3,1,1
14,64,51,2,0,4
25,18,469,2,1,2
40,172,50,1,0,3
60,464,9,4,1,1
57,417,20,3,1,4
16,206,27,2,0,4
50,98,53,2,0,2
19,478,7,1,0,3
18,216,26,1,1,4
46,375,25,3,0,3
56,175,45,7,0,1
19,22,109,6,0,4
51,280,9,2,1,3
41,396,1,5,0,1
45,250,19,4,0,2
18,117,29,2,1,1
4,18,154,1,0,2
41,183,10,5,1,3
1,463,20,1,0,4
48,2,1291,2,1,1
28,383,4,2,0,1
44,223,31,4,0,4
6,328,27,4,1,2
18,1,473,1,0,3
23,48,161,5,0,1
25,71,111,5,1,1
63,237,37,4,0,3
14,183,3,4,0,2
36,345,8,6,0,1
15,504,3,3,1,3
60,312,18,4,0,1
63,399,16,2,1,2
15,92,82,4,1,3
59,290,28,5,1,4
43,177,21,4,0,3
7,494,9,2,0,3
2,83,38,2,0,3
7,131,53,5,0,1
21,373,12,7,0,4
38,350,17,2,0,3
18,506,1,7,1,4
20,165,58,5,0,2
30,211,33,1,0,2
21,75,131,6,0,1
3,447,16,3,1,1
57,82,112,7,1,4
19,10,632,4,0,2
31,300,2,1,1,3
44,15,444,6,0,1
3,416,3,6,1,4
8,267,20,1,1,2
12,404,14,5,0,2
54,429,14,7,0,2
61,298,32,7,1,2
4,474,10,6,1,3
7,91,47,6,1,1
13,439,16,5,0,1
55,7,119,2,0,2
37,199,48,4,1,1
12,220,28,1,0,4
48,3,1433,1,0,3
40,496,10,1,0,2
15,12,620,1,0,3
49,391,20,3,1,2
25,174,26,3,1,4
8,344,13,4,0,2
36,331,25,3,0,1
39,452,5,1,0,1
18,389,1,6,0,4
60,109,59,1,1,1
59,258,3,3,1,2
46,32,213,7,0,2
2,197,7,5,1,4
28,95,28,5,1,1
43,217,36,4,1,1
27,158,56,7,1,1
57,366,24,2,1,3
64,483,10,6,1,4
25,494,1,6,1,3
5,221,26,5,0,2
47,269,13,7,0,2
18,299,2,2,1,1
49,440,7,5,1,1
42,284,6,3,1,1
3,29,198,2,1,2
40,413,11,7,0,4
10,56,121,4,1,3
38,306,20,2,0,3
60,249,26,1,1,4
27,157,26,2,0,3
7,329,17,4,0,2
28,66,112,1,1,2
11,485,16,1,0,3
36,54,85,7,0,2
18,383,1,4,0,3
17,14,168,4,1,3
13,498,10,3,0,4
24,48,17,7,0,2
51,145,4,4,1,1
9,401,22,4,0,4
23,413,21,3,1,1
8,177,38,1,0,4
23,107,47,4,1,3
40,506,9,3,1,2
13,475,20,7,0,3
22,128,72,3,0,2
2,454,20,5,1,1
62,325,23,4,0,2
27,217,36,2,1,1
6,67,39,1,1,2
32,112,66,3,1,3
40,487,1,5,0,4
33,198,39,3,1,4
41,195,45,7,1,3
57,249,8,3,0,3
64,102,78,2,0,2
60,313,29,2,1,1
55,354,20,4,0,4
25,95,42,2,0,1
19,491,1,5,0,3
3,339,27,2,0,1
42,303,8,1,1,2
25,446,15,1,0,2
28,142,41,1,1,3
34,231,42,3,0,3
34,349,11,1,0,3
1,344,9,2,1,4
18,101,72,4,1,4
24,144,51,2,1,2
11,422,17,6,0,2
44,455,20,4,1,1
5,150,15,6,1,2
20,186,12,2,0,3
27,50,174,6,1,2
54,438,2,6,1,3
62,9,710,6,0,2
2,439,1,2,0,1
50,472,19,2,0,4
5,358,17,6,1,4
2,52,176,5,0,2
26,498,7,2,0,1
64,22,169,2,1,2
23,50,3,2,0,3
11,23,383,6,0,3
60,89,79,2,1,3
35,363,9,6,1,1
17,77,92,6,0,4
51,451,11,6,0,1
43,308,9,6,0,1
5,83,75,3,1,2
44,362,2,5,0,4
37,3,2142,2,0,2
26,348,10,2,1,3
36,256,12,6,0,1
23,374,5,4,0,3
59,109,8,1,0,2
52,475,3,5,0,1
16,305,13,5,1,1
6,234,6,4,0,2
34,310,1,3,0,1
35,102,81,7,0,1
3,300,17,2,1,4
48,336,8,4,1,1
5,111,52,5,0,1
61,322,17,1,0,4
23,480,8,7,0,1
45,442,11,4,0,2
47,315,13,5,1,3
43,184,27,1,0,2
51,211,38,6,1,3
22,208,34,2,1,2
16,283,6,1,0,2
31,395,14,2,1,4
51,232,4,6,1,4
23,364,11,1,1,3
2,58,135,4,1,3
4,107,73,5,0,4
39,306,11,1,1,1
33,508,11,6,0,3
51,6,174,3,0,2
20,402,19,5,1,4
64,29,267,7,0,2
49,170,13,1,0,1
60,346,18,4,1,2
24,310,26,4,1,3
53,97,71,6,0,4
2,200,37,4,1,2
6,151,50,4,0,3
60,483,19,2,0,1
53,112,58,5,1,4
23,96,42,6,1,4
22,19,104,5,1,3
12,81,66,3,1,3
33,408,3,3,0,3
35,79,18,1,0,1
34,177,10,2,1,3
6,230,18,6,0,4
59,100,15,2,1,1
19,394,18,2,1,1
48,205,28,7,1,3
6,321,2,2,1,1
30,168,3,6,0,1
48,276,7,2,1,3
22,302,25,2,0,2
5,23,431,2,1,3
32,435,5,5,1,3
41,212,36,2,1,3
18,106,92,6,1,2
9,88,4,1,0,2
18,166,39,4,0,2
30,416,1,3,1,4
14,228,28,1,1,2
55,321,26,7,0,1
55,163,57,6,1,4
12,215,6,2,0,1
16,232,42,2,1,4
25,493,13,6,1,4
6,139,23,6,1,3
61,90,69,3,1,3
56,454,5,3,0,4
18,198,34,4,1,4
45,130,27,2,0,3
9,496,14,4,0,1
50,265,4,3,1,3
56,111,31,4,0,4
40,89,43,1,1,4
10,15,283,7,1,4
34,52,50,2,0,1
36,108,65,3,1,1
20,334,22,7,1,1
9,361,21,1,1,1
24,218,38,3,1,2
2,258,13,7,1,4
38,393,1,5,0,1
26,447,7,5,1,4
16,413,22,5,0,3
40,92,93,5,0,2
44,241,23,3,0,3
1,74,3,2,1,2
13,499,9,1,1,3
37,2,860,1,0,3
27,486,10,2,0,1
19,112,28,4,0,3
13,284,20,5,0,3
19,34,172,5,1,4
46,329,15,4,0,3
21,199,16,5,1,4
51,80,82,5,0,3
23,369,20,5,0,4
17,337,14,1,0,4
63,365,15,7,1,4
12,239,36,7,0,2
55,306,3,5,1,2
21,361,16,1,0,4
20,12,473,6,1,3
23,112,77,5,0,2
16,329,18,4,1,2
50,226,13,3,1,2
34,155,10,4,1,2
27,64,121,7,0,4
27,82,75,6,0,3
26,196,11,2,1,2
24,138,39,7,0,3
46,172,2,1,1,2
60,413,23,7,1,4
31,356,13,4,1,2
41,350,14,1,0,2
4,373,15,2,1,2
58,121,14,3,0,1
47,480,2,3,0,3
51,190,9,1,1,4
2,13,125,6,1,1
29,348,16,5,1,4
40,294,31,7,1,3
30,120,20,1,0,3
37,200,49,5,0,4
61,482,16,7,0,3
36,131,53,3,0,3
2,56,128,2,0,1
7,351,2,2,1,2
63,224,40,7,0,1
49,110,5,3,1,2
59,382,13,7,1,1
8,149,55,1,0,1
17,74,20,1,1,1
35,407,6,2,1,2
32,248,19,3,0,3
24,468,6,7,1,1
36,228,12,5,1,1
34,295,2,7,0,3
26,508,4,3,1,3
8,168,13,3,0,1
4,458,20,7,1,1
60,147,52,7,0,2
54,438,12,5,1,1
41,273,16,5,1,2
39,412,9,7,1,1
39,402,11,4,0,2
5,471,2,1,1,4
56,274,7,4,0,2
54,164,38,3,1,3
21,57,126,7,1,3
35,470,6,6,0,4
54,33,276,1,1,4
46,44,110,1,0,2
57,188,37,7,0,4
5,408,6,6,1,4
4,229,41,6,1,1
38,353,25,7,1,2
45,277,35,1,0,2
1,127,15,1,0,4
18,118,71,5,1,3
30,322,6,1,0,3
18,337,2,7,1,3
8,349,22,2,0,2
23,298,5,5,1,4
62,260,34,2,0,2
21,459,4,1,0,2
35,456,13,6,1,2
55,459,7,2,1,2
11,141,4,6,1,1
38,309,15,3,1,2
1,192,39,6,0,1
64,300,3,5,1,1
29,274,34,6,1,4
37,229,41,2,1,4
13,359,19,7,0,4
12,38,51,5,0,3
34,278,34,2,1,1
23,43,159,5,1,1
34,323,8,7,0,4
31,16,322,1,0,1
58,249,18,4,0,1
34,431,17,1,1,2
22,301,8,2,0,4
45,433,14,7,1,3
21,216,45,1,1,3
45,174,31,1,1,2
28,289,28,1,1,1
29,153,2,5,1,2
32,468,5,4,1,4
37,203,13,6,1,2
52,341,14,1,0,4
56,433,15,6,1,1
49,381,5,5,0,3
1,341,20,4,1,2
50,151,7,4,0,1
29,241,5,5,1,4
42,130,40,4,0,1
60,376,15,7,1,1
4,121,1,6,0,3
40,191,32,3,0,1
58,214,41,6,0,4
59,255,21,5,1,3
29,439,20,3,1,4
56,51,17,7,1,4
30,140,14,5,1,4
23,240,20,7,0,1
14,283,21,6,1,2
61,432,22,4,0,2
25,3,3057,2,1,3
33,329,1,3,0,2
8,411,3,7,1,4
38,452,4,4,1,3
53,114,55,5,0,4
35,378,11,2,1,3
44,446,14,5,1,2
7,373,11,4,1,1
51,72,61,4,0,4
31,283,9,3,1,2
50,262,27,7,1,2
50,1,313,1,0,3
16,206,2,3,1,3
24,237,37,4,0,4
12,48,102,6,0,2
25,361,6,4,0,1
24,65,126,6,0,2
47,280,15,3,0,1
39,387,17,3,1,3
28,492,17,6,0,1
39,373,21,6,0,2
9,284,19,3,0,3
57,479,5,4,0,2
48,81,116,1,1,1
21,187,11,4,1,2
1,23,114,3,1,2
56,416,11,5,1,1
5,357,22,7,0,2
1,420,12,3,0,3
42,342,28,5,1,1
5,132,51,2,0,4
51,198,46,5,0,2
37,376,24,1,1,1
20,260,35,1,0,4
52,98,46,7,1,3
6,280,25,3,0,4
45,267,10,6,1,4
16,115,60,4,0,4
36,380,4,7,1,4
49,40,20,4,1,1
59,193,34,7,1,2
53,444,9,5,1,4
8,303,23,6,0,3
57,409,22,1,0,1
16,136,58,6,0,2
52,21,162,1,0,4
48,124,32,7,1,3
63,199,8,5,1,2
15,160,57,2,0,2
47,170,26,3,1,3
1,280,13,3,1,4
3,373,23,1,1,4
6,253,1,6,1,3
33,353,27,7,0,2
6,439,7,4,1,2
58,34,25,4,1,3
17,474,19,6,0,4
13,151,51,2,1,3
40,398,8,4,1,2
30,34,173,5,1,2
23,319,28,5,0,1
10,334,15,3,1,2
37,60,88,6,1,3
46,309,29,1,0,2
19,235,9,6,1,1
7,231,7,2,1,1
29,88,46,6,0,4
61,481,18,7,0,3
33,67,17,5,0,4
5,112,28,6,0,3
50,83,91,5,0,2
25,276,9,2,1,1
27,493,16,5,0,2
27,280,23,3,0,4
1,369,18,3,1,2
10,276,26,5,0,1
41,181,52,6,0,4
49,175,38,4,0,4
24,409,4,5,1,3
33,195,31,3,1,2
5,6,796,6,1,1
8,282,33,7,1,1
5,503,7,3,0,3
26,360,20,5,1,4
8,134,37,4,1,4
13,280,31,6,1,2
4,505,14,4,0,4
55,391,2,2,0,4
51,506,6,1,1,2
2,210,5,7,0,1
43,296,28,2,1,1
46,299,20,6,0,1
10,5,1244,5,1,3
63,89,104,7,1,2
32,284,23,6,1,4
6,64,100,4,1,3
31,379,21,1,1,1
10,17,402,6,0,3
4,401,9,1,1,4
37,63,27,4,0,3
21,140,70,2,0,1
33,326,3,7,1,3
44,246,34,3,1,1
33,474,9,6,0,3
7,458,13,5,0,2
59,20,298,4,1,1
58,162,19,6,0,4
2,344,5,5,1,2
8,230,26,2,1,2
61,5,1726,2,1,2
46,275,13,7,0,1
45,470,8,5,1,3
62,398,10,4,0,4
27,93,57,4,1,4
37,100,91,2,0,4
63,221,44,5,0,1
53,24,391,2,1,4
10,123,44,5,1,3
46,360,9,4,0,1
11,208,35,6,1,2
63,79,61,1,0,1
19,270,11,4,1,2
47,71,123,3,1,4
62,383,23,5,0,4
1,135,69,3,0,4
47,28,88,2,1,2
17,92,61,3,0,2
52,388,21,5,0,1
34,29,250,3,0,2
54,84,32,6,0,4
43,224,13,3,0,4
37,373,11,4,1,3
42,382,7,3,0,2
8,452,3,4,1,4
50,507,11,4,0,1
42,31,31,6,0,3
44,63,97,6,0,1
52,373,15,2,1,2
63,239,36,4,1,1
63,247,6,3,0,3
36,179,10,2,0,4
40,442,2,3,1,3
9,361,7,5,1,1
51,125,79,2,1,1
17,41,89,7,0,1
62,33,120,5,0,4
51,477,6,4,1,2
35,99,95,3,1,4
52,374,23,7,0,1
60,45,104,6,0,2
43,119,27,5,0,4
53,148,58,6,1,3
31,438,20,3,0,2
18,68,15,2,0,3
52,167,36,2,1,4
22,376,10,3,0,3
60,475,3,1,1,4
52,423,7,3,1,3
14,29,286,6,1,3
34,349,1,2,1,4
31,496,12,4,0,2
18,256,19,4,0,2
32,179,23,7,0,1
40,295,28,7,1,4
11,1,4519,1,1,2
3,253,8,7,0,3
6,220,16,5,1,1
22,94,7,2,0,4
50,267,6,2,1,4
47,511,4,5,0,1
5,176,46,7,1,3
3,109,76,2,1,4
14,444,9,7,1,4
33,235,36,7,0,4
19,71,57,6,1,3
48,36,133,4,0,1
36,413,13,6,0,3
38,272,35,6,1,4
56,459,3,3,1,4
21,43,183,7,1,2
55,279,2,5,0,2
60,256,20,6,0,2
56,148,55,6,1,1
9,99,76,2,1,2
12,190,49,6,1,4
24,285,17,5,1,2
46,141,45,5,0,3
62,288,33,4,0,1
35,134,37,4,1,1
13,396,8,5,0,1
34,273,15,6,0,2
7,185,24,6,1,1
9,227,13,2,0,2
57,251,28,1,1,2
19,408,17,7,0,1
17,248,28,3,1,1
30,284,6,3,1,4
57,417,10,7,1,3
10,304,28,7,1,3
44,30,130,3,0,2
37,206,2,6,0,4
6,183,13,4,0,3
11,510,5,1,0,1
38,411,4,2,0,4
43,176,15,2,1,4
15,120,29,6,0,4
19,103,41,1,1,3
21,246,7,2,0,4
36,292,22,3,1,2
13,314,18,2,0,1
23,344,16,1,1,1
27,475,6,5,1,1
47,129,4,4,1,1
21,352,5,1,1,1
29,352,24,4,0,1
16,59,98,3,1,1
13,282,24,7,1,2
7,179,54,3,0,1
51,203,35,2,0,3
4,214,45,3,1,2
12,370,9,4,0,1
45,61,32,4,1,2
31,453,16,5,0,2
11,465,6,6,0,1
47,122,8,3,0,2
3,512,10,2,1,1
6,366,12,7,1,2
13,193,49,3,0,2
35,395,20,3,0,1
19,369,16,2,0,4
55,341,4,5,1,2
53,420,16,1,0,2
7,399,23,2,1,3
34,389,20,5,1,4
44,408,6,6,1,4
62,207,1,2,1,1
38,488,5,4,1,1
34,484,15,5,1,4
42,4,720,3,0,4
15,144,23,7,1,1
62,136,10,1,0,2
40,413,12,1,0,1
34,495,6,2,0,1
6,353,18,7,1,1
31,397,20,2,0,2
54,1,5236,1,0,1
26,247,26,5,1,4
55,272,6,2,0,2
12,307,14,3,1,3
40,388,11,1,0,4
2,183,13,7,0,3
24,188,5,3,0,4
56,347,5,2,0,1
27,38,191,7,1,2
14,449,6,4,1,3
46,312,19,4,1,2
58,240,2,3,0,3
